Woord;Positive;Negative;Trust;Surprise;Joy;Sadness;Fear;Disgust;Anger;Anticipation
evenredig;0;0;0;0;0;0;0;0;0;0
eventualiteit;0;0;0;0;0;0;1;0;0;1
eventueel;0;0;0;0;0;0;0;0;0;1
evenwicht;1;0;0;0;0;0;0;0;0;0
evenwichtige;1;0;0;0;0;0;0;0;0;0
evenzeer;1;0;0;0;0;0;0;0;0;0
evenzo;0;0;0;0;0;0;0;0;0;0
evergreen;1;0;1;0;1;0;0;0;0;0
evident;1;0;1;0;0;0;0;0;0;0
evolutie;1;0;0;0;0;0;0;0;0;0
exacerbatie;0;1;0;0;0;0;1;0;1;0
examinator;0;0;0;0;0;0;0;0;0;0
excentriciteit;0;0;0;0;0;0;0;0;0;0
excentriek;0;0;0;0;0;0;0;0;0;0
excepting;0;0;0;0;0;0;0;0;0;0
excessief;0;0;0;0;0;0;0;0;0;0
Exclusief;0;1;0;0;0;1;0;0;0;0
excursie;0;0;0;0;0;0;0;0;0;0
excuus;0;1;0;0;0;0;0;0;0;0
executeur;0;0;1;0;0;0;0;0;0;0
executie;0;1;1;0;0;1;1;0;1;0
exemplaar;0;1;0;0;0;0;0;0;0;0
exotisch;1;0;0;0;0;0;0;0;0;0
expansie;0;0;0;0;0;0;0;0;0;0
expansieve;0;0;0;0;0;0;0;0;0;0
expatriate;0;1;0;0;0;0;0;0;0;0
expeditie;1;0;0;0;0;0;0;0;0;1
experiment;0;0;0;1;0;0;0;0;0;1
experimenteel;0;0;0;0;0;0;0;0;0;0
experimenteer;0;0;0;0;0;0;0;0;0;0
expert;1;0;1;0;0;0;0;0;0;0
expertise;1;0;1;0;0;0;0;0;0;0
explication;0;0;0;0;0;0;0;0;0;0
exploderen;0;1;0;1;0;1;1;0;1;0
exploiteren;0;0;0;0;0;0;0;0;0;0
explosie;0;1;0;1;0;0;1;0;0;0
exponent;0;0;0;0;0;0;0;0;0;0
exponentiële;0;0;0;0;0;0;0;0;0;0
export;0;0;0;0;0;0;0;0;0;0
expositie;0;0;0;0;0;0;0;0;0;0
expressief;0;0;0;0;0;0;0;0;0;0
extase;1;0;0;0;1;0;0;0;0;1
extatisch;1;0;0;1;1;0;0;0;0;1
extern;0;0;0;0;0;0;0;0;0;0
extra;1;0;0;0;0;0;0;0;0;0
extract;0;0;0;0;0;0;0;0;0;0
extractie;0;0;0;0;0;0;0;0;0;0
extraheren;0;0;0;0;0;0;0;0;0;0
extramurale;0;0;0;0;0;0;0;0;0;0
extravaganza;0;0;0;0;0;0;0;0;0;0
extreem;0;0;0;0;0;0;0;0;0;0
extrinsieke;0;0;0;0;0;0;0;0;0;0
extrusie;0;0;0;0;0;0;0;0;0;0
ezel;0;1;0;0;0;0;0;1;0;0
fabel;0;0;0;0;0;0;0;0;0;0
fabricage;0;0;0;0;0;0;0;0;0;0
fabriceren;0;1;0;0;0;0;0;0;0;0
fabriek;0;0;0;0;0;0;0;0;0;0
fabrikant;1;0;0;0;0;0;0;0;0;0
facet;0;0;0;0;0;0;0;0;0;0
faciliteit;0;0;0;0;0;0;0;0;0;0
faciliteiten;1;0;0;0;0;0;0;0;0;0
facsimile;0;0;0;0;0;0;0;0;0;0
factie;0;0;0;0;0;0;0;0;0;0
factor;0;0;0;0;0;0;0;0;0;0
factuur;0;0;0;0;0;0;0;0;0;0
facultatief;1;0;0;0;0;0;0;0;0;0
faculteit;1;0;1;0;0;0;0;0;0;0
faculteiten;0;0;0;0;0;0;0;0;0;0
faeces;0;1;0;0;0;0;0;1;0;0
fagot;0;0;0;0;0;0;0;0;0;0
faillissement;0;1;0;0;0;1;1;1;1;0
fakkel;0;0;0;0;0;0;0;0;0;0
familielid;0;0;1;0;0;0;0;0;0;0
fan;0;0;0;0;0;0;0;0;0;0
fanatiek;0;1;0;0;0;0;0;0;0;0
fanatisme;0;0;0;0;0;0;1;0;0;0
fandango;0;0;0;0;0;0;0;0;0;0
fanfare;1;0;0;1;1;0;0;0;0;1
Fanning;0;0;0;0;0;0;0;0;0;0
fantasie;0;0;0;0;0;0;0;0;0;0
fantasierijke;1;0;0;0;0;0;0;0;0;0
faro;0;0;0;0;0;0;0;0;0;0
fascia;0;0;0;0;0;0;0;0;0;0
fascinerend;1;0;0;0;0;0;0;0;0;0
fataal;0;1;0;0;0;1;1;0;1;0
fataliteit;0;1;0;0;0;1;1;0;0;0
fatsoen;1;0;0;0;0;0;0;0;0;0
fatsoenlijk;1;0;0;0;0;0;0;0;0;0
fauna;0;0;0;0;0;0;0;0;0;0
favoriet;1;0;1;0;1;0;0;0;0;0
favoritisme;1;0;0;0;0;0;0;0;0;0
fecal;0;1;0;0;0;0;0;1;0;0
federaal;0;0;0;0;0;0;0;0;0;0
federatie;0;0;0;0;0;0;0;0;0;0
fee;0;0;0;0;0;0;0;0;0;0
feeks;0;1;0;0;0;0;0;0;0;0
feest;1;0;1;1;1;0;0;0;0;1
feestelijk;1;0;0;0;1;0;0;0;0;0
feilbaar;0;1;0;0;0;0;0;0;0;0
feit;0;0;1;0;0;0;0;0;0;0
feiten;1;0;1;0;0;0;0;0;0;0
felicitatie;1;0;0;0;1;0;0;0;0;0
feminist;0;0;0;0;0;0;0;0;0;0
feodaal;0;1;0;0;0;0;0;0;0;0
fermenteren;0;1;0;0;0;0;0;0;0;1
festival;1;0;0;1;1;0;0;0;0;1
fetisch;0;0;0;0;0;0;0;0;0;0
fiasco;0;1;0;0;0;0;0;0;0;0
fiat;0;0;0;0;0;0;0;0;0;0
fiber;0;0;0;0;0;0;0;0;0;0
fictie;0;0;0;0;0;0;0;0;0;0
fictief;0;1;0;0;0;0;0;0;0;0
fiduciair;0;0;0;0;0;0;0;0;0;0
fiets;0;0;0;0;0;0;0;0;0;0
fietser;0;0;0;0;0;0;0;0;0;0
figuur;0;0;0;0;0;0;0;0;0;0
figuurlijk;0;0;0;0;0;0;0;0;0;0
fijn;1;0;0;0;0;0;0;0;0;0
fijnproever;1;0;1;0;1;0;0;0;0;0
filantropie;1;0;0;0;0;0;0;0;0;0
file;0;0;0;0;0;0;0;0;0;0
filet;0;0;0;0;0;0;0;0;0;0
filigraan;0;0;0;0;0;0;0;0;0;0
film;0;0;0;0;0;0;0;0;0;0
filosofie;0;0;0;0;0;0;0;0;0;0
filter;0;0;0;0;0;0;0;0;0;0
finale;0;0;0;0;0;0;0;0;0;0
financieel;0;0;0;0;0;0;0;0;0;0
financiën;0;0;0;0;0;0;0;0;0;0
financier;0;0;0;0;0;0;0;0;0;0
fineerhout;0;0;0;0;0;0;0;0;0;0
finesse;1;0;0;0;0;0;0;0;0;0
firma;0;0;0;0;0;0;0;0;0;0
firmament;0;0;0;0;0;0;0;0;0;0
fiscale;0;0;0;0;0;0;0;0;0;0
fistula;0;0;0;0;0;0;0;0;0;0
fits;0;1;0;0;0;0;0;0;1;0
fitting;1;0;1;0;1;0;0;0;0;1
flagrante;0;1;0;0;0;0;0;1;1;0
flanel;0;0;0;0;0;0;0;0;0;0
flank;0;0;0;0;0;0;0;0;0;0
flankerende;0;0;0;0;0;0;0;0;0;0
flash;0;0;0;0;0;0;0;0;0;0
flashback;0;0;0;0;0;0;0;0;0;0
flat;0;0;0;0;0;0;0;0;0;0
flater;0;1;0;0;0;1;0;1;0;0
flauwte;0;1;0;1;0;1;1;0;0;0
flens;0;0;1;0;0;0;0;0;0;0
fles;0;0;0;0;0;0;0;0;0;0
flexibele;0;0;0;0;0;0;0;0;0;0
flexibiliteit;1;0;0;0;0;0;0;0;0;0
flikkeren;0;0;0;0;0;0;0;0;0;0
flink;1;0;0;0;0;0;0;0;0;0
flirt;1;1;1;1;1;0;0;0;0;1
flirten;0;0;0;0;0;0;0;0;0;0
flora;0;0;0;0;0;0;0;0;0;0
floss;0;0;0;0;0;0;0;0;0;0
fluctuerende;0;0;0;0;0;0;0;0;0;0
fluisteren;0;0;0;0;0;0;0;0;0;0
fluit;0;0;0;0;0;0;0;0;0;0
fluitje;0;0;0;0;0;0;0;0;0;0
fluitspelend;0;0;0;0;0;0;0;0;0;0
fluorescentie;0;0;0;0;0;0;0;0;0;0
fluwelen;1;0;0;0;0;0;0;0;0;0
flyer;0;0;0;0;0;0;0;0;0;0
fob;0;0;0;0;0;0;0;0;0;0
focus;1;0;0;0;0;0;0;0;0;0
foelie;0;0;0;0;0;0;0;0;0;0
fokken;0;0;0;0;0;0;0;0;0;0
fokker;0;0;0;0;0;0;0;0;0;0
folio;0;0;0;0;0;0;0;0;0;0
folklore;0;0;0;0;0;0;0;0;0;0
folliculaire;0;0;0;0;0;0;0;0;0;0
follikel;0;0;0;0;0;0;0;0;0;0
fonds;0;0;0;0;0;0;0;0;0;0
fooling;0;0;0;0;0;0;0;0;0;0
forking;0;0;0;0;0;0;0;0;0;0
formalisme;0;0;0;0;0;0;0;0;0;0
formaliteit;0;0;1;0;0;0;0;0;0;0
formatie;0;0;0;0;0;0;0;0;0;0
formatieve;1;0;1;0;0;0;0;0;0;0
fornuis;0;0;0;0;0;0;0;0;0;0
fort;0;0;1;0;0;0;0;0;0;0
fortuin;1;0;1;1;1;0;0;0;0;1
foto;0;0;0;0;0;0;0;0;0;0
fotografie;0;0;0;0;0;0;0;0;0;0
fout;0;1;0;0;0;1;0;0;0;0
foutief;0;1;0;0;0;0;0;0;0;0
fractie;0;0;0;0;0;0;0;0;0;0
frequentie;0;0;0;0;0;0;0;0;0;0
frons;0;1;0;0;0;1;0;0;0;0
fruit;0;0;0;0;0;0;0;0;0;0
functie;0;0;0;0;0;0;0;0;0;0
fundering;1;0;0;0;0;0;0;0;0;0
gaarne;1;0;1;0;1;0;0;0;0;1
gaas;0;0;0;0;0;0;0;0;0;0
gagel;0;0;0;0;0;0;0;0;0;0
gal;0;1;0;0;0;0;0;1;1;0
galant;0;0;0;0;0;0;0;0;0;0
galante;1;0;0;0;0;0;0;0;0;0
galanterie;1;0;0;0;0;0;0;0;0;0
galerij;0;0;0;0;0;0;0;0;0;0
galg;0;1;0;0;0;1;1;0;1;0
galop;0;0;0;0;0;0;0;0;0;0
galvanisch;0;0;0;0;0;0;0;0;0;0
gamma;0;0;0;0;0;0;0;0;0;0
gammel;0;1;0;0;0;1;0;1;0;0
gang;0;0;0;0;0;0;0;0;0;0
gangpad;0;0;0;0;0;0;0;0;0;0
gans;0;0;0;0;0;0;0;0;0;0
gapen;0;0;0;1;0;0;0;0;0;0
garage;0;0;0;0;0;0;0;0;0;0
garantie;1;0;1;0;0;0;0;0;0;0
garen;0;0;0;0;0;0;0;0;0;0
garnering;0;1;0;0;0;0;0;0;0;0
garnizoen;1;0;1;0;0;0;0;0;0;0
gas;0;0;0;0;0;0;0;0;0;0
gas-;0;0;0;0;0;0;0;0;0;0
gast;0;0;0;0;0;0;0;0;0;0
gastvrijheid;1;0;0;0;0;0;0;0;0;0
gat;0;0;0;0;0;0;0;0;0;0
gate;0;0;1;0;0;0;0;0;0;0
gave;1;0;1;0;1;0;0;0;0;1
gazelle;0;0;0;0;0;0;0;0;0;0
geabsorbeerd;1;0;0;0;0;0;0;0;0;0
geaccrediteerd;1;0;1;0;0;0;0;0;0;0
geadresseerde;0;0;0;0;0;0;0;0;0;0
geallieerd;1;0;1;0;0;0;0;0;0;0
geamuseerd;1;0;0;0;1;0;0;0;0;0
geanimeerde;1;0;0;0;1;0;0;0;0;0
geassorteerd;0;0;0;0;0;0;0;0;0;0
geautoriseerd;1;0;0;0;0;0;0;0;0;0
gebaar;0;0;0;0;0;0;0;0;0;0
gebabbel;0;1;0;0;0;0;0;0;0;0
gebak;1;0;0;0;1;0;0;0;0;0
gebarsten;0;1;0;0;0;0;1;0;1;0
gebeuren;0;0;0;0;0;0;0;0;0;1
gebied;0;0;0;0;0;0;0;0;0;0
gebiedende wijs;0;0;0;0;0;0;0;0;0;0
gebit;0;0;0;0;0;0;0;0;0;0
gebladerte;0;0;0;0;0;0;0;0;0;0
geblazen;0;0;0;0;0;0;0;0;0;0
geblinddoekt;0;0;0;1;0;0;1;0;0;1
gebogen;0;0;0;0;0;0;0;0;0;0
gebombardeerd;0;1;0;0;0;0;0;1;0;0
gebonden;0;1;0;0;0;0;0;0;0;0
geboorte;1;0;1;0;1;0;1;0;0;1
geboorteplaats;0;1;0;0;0;0;0;0;1;0
geboorterecht;0;0;0;0;0;0;0;0;0;0
geborduurde;0;0;0;0;0;0;0;0;0;0
gebouw;1;0;0;0;0;0;0;0;0;0
gebouwen;0;0;0;0;0;0;0;0;0;0
gebraden;0;0;0;0;0;0;0;0;0;0
gebrek;0;1;0;0;0;0;0;0;0;0
gebroken;0;1;0;0;0;1;1;0;1;0
gebruik;0;0;0;0;0;0;0;0;0;0
gebruikelijk;1;0;1;0;0;0;0;0;0;0
gebrul;0;0;0;0;0;0;0;0;0;0
gecamoufleerd;0;0;0;1;0;0;0;0;0;0
gecementeerd;0;0;0;0;0;0;0;0;0;0
gecharterd;0;0;0;0;0;0;0;0;0;0
gecombineerde;0;0;0;0;0;0;0;0;0;0
gecomplexeerde;0;1;0;0;0;0;0;0;0;0
gecomponeerd;1;0;0;0;0;0;0;0;0;0
gecomprimeerde;0;0;0;0;0;0;0;0;0;0
gecondenseerde;0;0;0;0;0;0;0;0;0;0
geconditioneerde;0;0;0;0;0;0;0;0;0;0
geconfronteerd;0;0;0;0;0;0;0;0;0;0
gecontracteerd;0;1;0;0;0;0;0;0;0;0
gecontrasteerd;0;1;0;0;0;0;0;0;0;0
gecrediteerd;1;0;0;0;0;0;0;0;0;0
gedachte;0;0;0;0;0;0;0;0;0;1
gedefinieerd;0;0;0;0;0;0;0;0;0;0
gedegenereerd;0;1;0;0;0;0;0;0;0;0
gedemonstreerd;0;0;0;0;0;0;0;0;0;0
gedemoraliseerd;0;1;0;0;0;1;1;0;0;0
gedetineerde;0;1;0;0;0;1;1;0;1;1
gedicht;0;0;0;0;0;0;0;0;0;0
gediskwalificeerd;0;1;0;0;0;1;0;1;1;0
gedistingeerd;0;0;0;0;0;0;0;0;0;0
gedrag;0;0;0;0;0;0;0;0;0;0
gedrogeerd;0;0;0;0;0;1;0;0;0;0
geducht;0;0;0;0;0;0;1;0;0;0
geduld;1;0;1;0;0;0;0;0;0;1
gedurfd;1;0;0;0;0;0;0;0;0;0
gedwongen;0;1;0;0;0;0;1;0;1;0
geel;0;0;0;0;0;0;0;0;0;0
geest;1;0;0;0;0;0;0;0;0;0
geestelijk;0;0;0;0;0;0;0;0;0;0
geestelijken;0;0;0;0;0;0;0;0;0;0
geestelijkheid;0;0;0;0;0;0;0;0;0;0
geestenbezweerder;0;0;0;0;0;0;0;0;0;0
geestig;1;0;0;0;1;0;0;0;0;0
geeuw;0;1;0;0;0;0;0;0;0;0
gefabriceerd;0;0;0;0;0;0;0;0;0;0
gefingeerd;0;1;0;0;0;0;0;0;0;0
geflankeerd;0;0;0;0;0;0;0;0;0;0
gegevens;0;0;0;0;0;0;0;0;0;0
geglaceerd;1;0;0;0;0;0;0;0;0;0
gegoten;0;0;0;0;0;0;0;0;0;0
gegraveerd;0;0;0;0;0;0;0;0;0;0
gehaast;0;1;0;0;0;0;0;0;0;1
gehavend;0;1;0;0;0;1;1;0;0;0
gehechtheid;1;0;0;0;0;0;0;0;0;0
geheel;1;0;1;0;0;0;0;0;0;0
geheel getal;0;0;0;0;0;0;0;0;0;0
geheim;0;0;1;0;0;0;0;0;0;0
geheimhouding;0;0;1;1;0;0;0;0;0;0
geheimschrift;0;0;0;0;0;0;0;0;0;0
geheugen;0;0;0;0;0;0;0;0;0;0
geheugenverlies;0;1;0;0;0;0;0;0;0;0
gehoor;0;1;0;0;0;0;1;0;0;0
gehoor-;0;0;0;0;0;0;0;0;0;0
gehoorzaal;0;0;0;0;0;0;0;0;0;0
gehoorzaam;0;0;0;0;0;0;0;0;0;0
gehoorzaamheid;1;0;1;0;0;0;0;0;0;0
gehoorzamen;0;0;1;0;0;0;1;0;0;0
gehucht;0;0;0;0;0;0;0;0;0;0
gehuil;0;1;0;1;0;1;1;1;1;0
gehurkt;0;0;0;0;0;0;0;0;0;0
geile;0;0;0;0;0;0;0;0;0;0
geïnteresseerd;1;0;0;0;0;1;0;1;0;0
geit;0;0;0;0;0;0;0;0;0;0
gek;0;1;0;0;0;1;1;1;1;0
gek maken;0;1;0;0;0;0;1;0;1;0
gekef;0;1;0;1;0;0;1;0;1;0
gekibbel;0;1;0;0;0;0;0;1;1;0
gekleed;0;0;0;0;0;0;0;0;0;0
gekletter;0;0;0;0;0;0;0;0;0;0
gekleurde;0;0;0;0;0;0;0;0;0;0
geknecht;0;1;0;0;0;1;1;1;1;0
geknetter;0;0;0;0;0;0;0;0;0;0
geknikt;0;0;0;0;0;0;0;0;0;0
geknor;0;0;0;0;0;0;0;0;0;0
gekruist;0;0;0;0;0;0;0;0;0;0
gel;0;0;0;0;0;0;0;0;0;0
gelaat;0;0;0;0;0;0;0;0;0;0
gelach;1;0;0;1;1;0;0;0;0;1
gelamineerde;0;0;0;0;0;0;0;0;0;0
geld;1;0;1;1;1;0;1;0;1;1
geleden;0;0;0;0;0;0;0;0;0;0
geleedpotigen;0;0;0;0;0;0;0;0;0;0
geleerdheid;1;0;0;0;0;0;0;0;0;0
gelegenheid;1;0;0;0;0;0;0;0;0;1
gelei;0;0;0;0;0;0;0;0;0;0
geleidelijk;0;0;0;0;0;0;0;0;0;1
geleiden;1;0;1;0;0;0;0;0;0;0
geleiding;0;0;0;0;0;0;0;0;0;0
geleidingsvermogen;1;0;0;0;0;0;0;0;0;0
geleuter;0;1;0;0;0;0;0;1;0;0
geliefde;1;0;1;0;1;1;0;0;0;1
gelijk;0;0;0;0;0;0;0;0;0;0
gelijkheid;1;0;1;0;1;0;0;0;0;0
gelijkmaking;0;0;0;0;0;0;0;0;0;0
gelijkstellen;0;0;0;0;0;0;0;0;0;0
gelijktijdig;0;0;0;0;0;0;0;0;0;0
gelijktijdig bestaan;0;0;0;0;0;0;0;0;0;0
gelijktijdige;0;0;0;0;0;0;0;0;0;0
gelijkwaardigheid;0;0;0;0;0;0;0;0;0;0
gelofte;1;0;1;0;1;0;0;0;0;1
geloof;1;0;1;0;1;0;0;0;0;1
geloofde;0;0;1;0;0;0;0;0;0;0
geloofsbelijdenis;0;0;0;0;0;0;0;0;0;0
geloofsbrief;1;0;1;0;0;0;0;0;0;0
geloofsbrieven;0;0;0;0;0;0;0;0;0;0
geloofwaardig;1;0;1;0;0;0;0;0;0;0
geloofwaardigheid;1;0;1;0;0;0;0;0;0;0
geloven;1;0;1;0;0;0;0;0;0;0
gelovige;0;0;1;0;0;0;0;0;0;0
geluk;1;0;0;1;1;0;0;0;0;1
gelukje;0;0;0;1;0;0;0;0;0;0
gelukkig;1;0;1;1;1;0;0;0;0;1
gelukzaligheid;1;0;0;0;1;0;0;0;0;0
gemak;1;0;0;0;0;0;0;0;0;0
gemakkelijk;1;0;0;0;0;0;0;0;0;0
gemakken;0;0;0;0;0;0;0;0;0;0
gemalin;0;0;1;0;0;0;0;0;0;0
gematigd;0;0;1;0;0;0;0;0;0;0
gematigde;1;0;0;0;0;0;0;0;0;0
gember;0;0;0;0;0;0;0;0;0;0
gemeenschap;1;0;1;0;1;0;0;0;0;0
gemeenschappelijk;0;0;0;0;0;0;0;0;0;0
gemeente;1;0;1;0;0;0;0;0;0;0
gemeenzaam;0;0;0;0;0;0;0;0;0;0
gemenebest;1;0;1;0;0;0;0;0;0;0
gemengd;0;0;0;0;0;0;0;0;0;0
gemiddelde;0;0;0;0;0;0;0;0;0;0
gemonteerd;0;0;0;0;0;0;0;0;0;0
genade;1;0;0;0;0;0;0;0;0;0
genadig;1;0;0;0;0;0;0;0;0;0
genadigheid;0;1;0;0;0;1;0;1;1;0
gênant;0;1;0;0;0;0;0;0;0;0
genealogie;0;0;0;0;0;0;0;0;0;0
geneeskunde;0;0;0;0;0;0;0;0;0;0
genegeerd;0;1;0;0;0;0;0;1;0;0
genegenheid;1;0;1;0;1;0;0;0;0;0
geneigd;1;0;1;0;0;0;0;0;0;1
geneigdheid;0;0;0;0;0;0;0;0;0;0
generatie;0;0;0;0;0;0;0;0;0;0
generator;0;0;0;0;0;0;0;0;0;0
genereren;0;0;0;0;0;0;0;0;0;0
genereus;1;0;1;0;1;0;0;0;0;0
Genesis;0;0;0;0;0;0;0;0;0;0
genezen;1;0;1;0;1;0;0;0;0;0
genezend;0;0;0;0;0;0;0;0;0;0
genezing;1;0;1;0;1;0;0;0;0;1
geniaal;1;0;0;0;1;0;0;0;0;0
genie;1;0;0;0;0;0;0;0;0;0
genieten;1;0;1;0;1;0;0;0;0;1
genitale;0;0;0;0;0;0;0;0;0;0
genot;1;0;0;0;1;0;0;0;0;1
genre;0;0;0;0;0;0;0;0;0;0
gent;0;0;0;0;0;0;0;0;0;0
gentleman;1;0;1;0;0;0;0;0;0;0
geografie;0;0;0;0;0;0;0;0;0;0
geologie;0;0;0;0;0;0;0;0;0;0
geometrie;0;0;0;0;0;0;0;0;0;0
georganiseerd;1;0;0;0;0;0;0;0;0;0
gepaard;0;0;0;0;0;0;0;0;0;0
gepantserd;0;0;0;0;0;0;1;0;0;0
gepast;1;0;0;0;0;0;0;0;0;0
gepatenteerd;0;0;0;0;0;0;0;0;0;0
gepiep;0;0;0;0;0;0;0;0;0;0
gepolijst;0;0;0;0;0;0;0;0;0;0
geraas;0;1;0;0;0;0;0;0;0;0
gerangschikt;0;0;0;0;0;0;0;0;0;0
gerecht;0;0;0;0;0;0;0;0;0;0
gerechtelijk;0;0;0;0;0;0;0;0;0;0
gerechtigheid;1;0;1;0;0;0;0;0;0;0
gerechtsgebouw;0;0;0;0;0;0;0;0;0;0
gereedheid;1;0;1;0;1;0;0;0;0;1
gereserveerd;0;0;0;0;0;0;0;0;0;0
gering;0;0;0;0;0;0;0;0;0;0
geringschatten;0;1;0;0;0;1;0;1;1;0
geronnen bloed;0;1;0;0;0;1;1;1;1;0
gerookte ham;0;0;0;0;0;0;0;0;0;0
gerucht;0;1;0;0;0;0;0;0;0;0
geruit;0;0;0;0;0;0;0;0;0;0
gescheidenheid;0;0;0;0;0;0;0;0;0;0
geschiedenis;0;0;0;0;0;0;0;0;0;0
geschiedschrijver;0;0;0;0;0;0;0;0;0;0
geschikt;1;0;0;0;0;0;0;0;0;0
geschiktheid;1;0;0;0;0;0;0;0;0;0
geschil;0;1;0;0;0;0;0;0;1;0
geschreeuw;0;1;0;1;0;0;0;1;1;1
geschreven;0;0;0;0;0;0;0;0;0;0
geselen;0;1;0;0;0;1;1;1;1;0
gesis;0;1;0;0;0;0;1;0;1;0
geslaagd;1;0;1;0;1;0;0;0;0;1
geslacht;1;0;1;0;1;0;0;0;0;1
gesloten;0;0;0;0;0;0;0;0;0;0
geslotenheid;1;0;1;0;1;0;0;0;0;0
gesneden;0;0;0;0;0;0;0;0;0;0
gesp;0;0;0;0;0;0;0;0;0;0
gespannen;0;1;0;0;0;0;0;0;1;0
gesprekken;0;1;1;0;0;0;0;0;0;1
gestippelde;0;1;0;0;0;1;1;0;1;0
gestrand;0;1;0;0;0;0;0;0;0;0
getallen;1;0;0;0;0;0;0;0;0;0
geteisterd;0;1;0;0;0;0;0;0;0;0
getij;0;0;0;0;0;0;0;0;0;0
getuige;0;0;1;0;0;0;0;0;0;0
getuigen;1;0;1;0;0;0;0;0;0;0
getuigenis;0;0;1;0;0;0;0;0;0;0
geul;0;0;0;0;0;0;0;0;0;0
geur;0;1;0;0;0;0;0;0;0;0
geurtje;0;0;0;0;0;0;0;0;0;0
gevaar;0;1;0;0;0;1;1;0;0;1
gevaarlijk;0;1;0;0;0;1;1;0;0;1
geval;0;1;0;0;0;1;1;0;0;0
gevangene;0;1;0;0;0;1;1;0;0;0
gevangenis;0;1;0;0;0;1;1;0;1;0
gevangenschap;0;1;0;0;0;1;0;0;0;0
gevecht;0;1;0;0;0;0;1;0;1;0
gevel;0;0;0;0;0;0;0;0;0;0
geven;1;0;0;0;0;0;0;0;0;0
geverifieerd;1;0;1;0;0;0;0;0;0;0
gevest;0;0;0;0;0;0;0;0;0;0
gevestigd;1;0;0;0;1;0;0;0;0;0
gevloek;0;1;0;0;0;0;0;1;1;0
gevoel;1;1;1;1;1;1;1;1;1;1
gevoelig;0;0;0;0;0;0;0;0;0;0
gevolgtrekking;0;0;0;0;0;0;0;0;0;0
gevolmachtigde;0;0;1;0;0;0;0;0;0;0
gevonden;1;0;1;0;1;0;0;0;0;0
gevorderd;1;0;0;0;0;0;0;0;0;0
gevorkt;0;0;0;0;0;0;0;0;0;0
gevouwen;0;0;0;0;0;0;0;0;0;0
gewaad;0;0;0;0;0;0;0;0;0;0
gewaarschuwd;0;1;0;0;0;0;1;0;0;1
gewas;0;0;0;0;0;0;0;0;0;0
geweer;0;1;0;0;0;0;1;0;1;0
gewei;0;0;0;0;0;0;0;0;0;0
geweld;0;1;0;0;0;1;1;0;1;0
gewelfd;0;0;0;0;0;0;0;0;0;0
gewend;0;0;0;0;0;0;0;0;0;0
geweten;1;0;1;0;0;0;0;0;0;0
gewetensvol;1;0;1;0;0;0;0;0;0;0
gewicht;1;1;1;1;1;1;1;1;0;1
gewijzigd;0;0;0;0;0;0;0;0;0;0
gewoon;0;0;0;0;0;0;0;0;0;1
gewoonte;0;0;0;0;0;0;0;0;0;1
gezaghebbend;1;0;1;0;0;0;0;0;0;0
gezamenlijk;0;0;0;0;0;0;0;0;0;0
gezant;0;0;0;0;0;0;0;0;0;0
gezegde;0;0;0;0;0;0;0;0;0;0
gezegend;1;0;0;0;1;0;0;0;0;0
gezellig;1;0;0;0;0;0;0;0;0;0
gezicht;0;0;0;0;0;0;0;0;0;0
gezichtsvermogen;0;0;0;0;0;0;0;0;0;0
gezoem;1;0;0;0;0;0;1;0;0;1
gezond;1;0;0;0;0;0;0;0;0;0
gezondheid;0;0;0;0;0;0;0;0;0;0
gezwoeg;0;1;0;0;0;0;0;0;0;0
giechelen;1;0;0;0;1;0;0;0;0;0
gier;0;1;0;0;0;0;1;1;0;0
gierigheid;0;1;0;0;0;0;0;1;1;0
gieten;0;0;0;0;0;0;0;0;0;0
gieter;0;0;0;0;0;0;0;0;0;0
gif;0;1;0;0;0;1;1;1;1;0
gift;1;0;0;1;1;0;0;0;0;1
giftanden;0;0;0;0;0;0;1;0;0;0
giftig;0;1;0;0;0;0;0;1;0;0
gig;0;0;0;0;0;0;0;0;0;0
gigantisch;1;0;0;0;0;0;0;0;0;0
gijzelaar;0;1;0;0;0;0;1;0;1;0
gilde;0;0;0;0;0;0;0;0;0;0
gin;0;0;0;0;0;0;0;0;0;0
ginder;0;0;0;0;0;0;0;0;0;0
ginds;0;0;0;0;0;0;0;0;0;0
gips;0;0;0;0;0;0;0;0;0;0
giraffe;0;0;0;0;0;0;0;0;0;0
gist;0;0;0;0;0;0;0;0;0;0
gisteren;0;0;0;0;0;0;0;0;0;0
gisting;0;0;0;0;0;0;0;0;0;1
gitaar;0;0;0;0;0;0;0;0;0;0
glad;0;0;0;0;0;0;0;0;0;0
glade;0;0;0;0;0;0;0;0;0;0
glans;1;0;1;0;1;0;0;1;0;1
glanzend;0;0;0;0;0;0;0;0;0;0
glas;0;0;0;0;0;0;0;0;0;0
glasachtig;0;0;0;0;0;0;0;0;0;0
glazuur;0;0;0;0;0;0;0;0;0;0
Glen;0;0;0;0;0;0;0;0;0;0
gletsjer;0;0;0;0;0;0;0;0;0;0
glijbaan;0;0;0;0;0;0;0;0;0;0
glijden;1;0;0;0;1;0;0;0;0;1
glijdend;0;0;0;0;0;0;0;0;0;0
glimlach;1;0;1;1;1;0;0;0;0;0
glimp;0;0;0;0;0;0;0;0;0;0
globe;0;0;0;0;0;0;0;0;0;0
gloed;0;0;0;0;0;0;0;0;0;0
